,precipitacion,Campaña,mes,Cultivo,idProvincia,idDepartamento,Sup_Sembrada,Sup_Cosechada,Producción,Rendimiento
154034,64.4,2005/06,9.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
154037,64.4,2005/06,9.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
154038,64.4,2005/06,9.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
154059,64.4,2005/06,9.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
154064,64.4,2005/06,9.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
154099,64.4,2005/06,9.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
154124,64.4,2005/06,9.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
154127,64.4,2005/06,9.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
154128,64.4,2005/06,9.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
154148,64.4,2005/06,9.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
154153,64.4,2005/06,9.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
154187,64.4,2005/06,9.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
154212,64.4,2005/06,9.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
154215,64.4,2005/06,9.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
154216,64.4,2005/06,9.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
154237,64.4,2005/06,9.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
154242,64.4,2005/06,9.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
154267,64.4,2005/06,9.0,Sorgo,6,210,100,100.0,550.0,5500.0
154283,64.4,2005/06,9.0,Sorgo,6,413,200,200.0,1040.0,5200.0
154285,64.4,2005/06,9.0,Sorgo,6,462,200,200.0,1320.0,6600.0
154286,64.4,2005/06,9.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
154295,64.4,2005/06,9.0,Sorgo,6,686,200,200.0,1100.0,5500.0
154300,64.4,2005/06,9.0,Sorgo,6,714,500,500.0,3400.0,6800.0
154350,64.4,2005/06,9.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
154378,64.4,2005/06,9.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
154381,64.4,2005/06,9.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
154382,64.4,2005/06,9.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
154403,64.4,2005/06,9.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
154408,64.4,2005/06,9.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
154464,35.0,2005/06,10.0,Avena,6,210,1200,300.0,750.0,2500.0
154491,35.0,2005/06,10.0,Avena,6,413,1500,300.0,720.0,2400.0
154494,35.0,2005/06,10.0,Avena,6,462,1000,300.0,750.0,2500.0
154495,35.0,2005/06,10.0,Avena,6,469,6000,5500.0,14850.0,2700.0
154517,35.0,2005/06,10.0,Avena,6,686,1200,200.0,520.0,2600.0
154522,35.0,2005/06,10.0,Avena,6,714,450,450.0,1215.0,2700.0
154554,35.0,2005/06,10.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
154573,35.0,2005/06,10.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
154576,35.0,2005/06,10.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
154577,35.0,2005/06,10.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
154590,35.0,2005/06,10.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
154595,35.0,2005/06,10.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
154691,35.0,2005/06,10.0,Girasol,6,413,500,500.0,1400.0,2800.0
154694,35.0,2005/06,10.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
154695,35.0,2005/06,10.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
154720,35.0,2005/06,10.0,Girasol,6,714,950,950.0,2090.0,2200.0
154757,35.0,2005/06,10.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
154786,35.0,2005/06,10.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
154790,35.0,2005/06,10.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
154791,35.0,2005/06,10.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
154814,35.0,2005/06,10.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
154819,35.0,2005/06,10.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
154871,35.0,2005/06,10.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
154896,35.0,2005/06,10.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
154899,35.0,2005/06,10.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
154900,35.0,2005/06,10.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
154921,35.0,2005/06,10.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
154926,35.0,2005/06,10.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
154961,35.0,2005/06,10.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
154986,35.0,2005/06,10.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
154989,35.0,2005/06,10.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
154990,35.0,2005/06,10.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
155010,35.0,2005/06,10.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
155015,35.0,2005/06,10.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
155049,35.0,2005/06,10.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
155074,35.0,2005/06,10.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
155077,35.0,2005/06,10.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
155078,35.0,2005/06,10.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
155099,35.0,2005/06,10.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
155104,35.0,2005/06,10.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
155129,35.0,2005/06,10.0,Sorgo,6,210,100,100.0,550.0,5500.0
155145,35.0,2005/06,10.0,Sorgo,6,413,200,200.0,1040.0,5200.0
155147,35.0,2005/06,10.0,Sorgo,6,462,200,200.0,1320.0,6600.0
155148,35.0,2005/06,10.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
155157,35.0,2005/06,10.0,Sorgo,6,686,200,200.0,1100.0,5500.0
155162,35.0,2005/06,10.0,Sorgo,6,714,500,500.0,3400.0,6800.0
155212,35.0,2005/06,10.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
155240,35.0,2005/06,10.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
155243,35.0,2005/06,10.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
155244,35.0,2005/06,10.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
155265,35.0,2005/06,10.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
155270,35.0,2005/06,10.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
155326,119.4,2005/06,11.0,Avena,6,210,1200,300.0,750.0,2500.0
155353,119.4,2005/06,11.0,Avena,6,413,1500,300.0,720.0,2400.0
155356,119.4,2005/06,11.0,Avena,6,462,1000,300.0,750.0,2500.0
155357,119.4,2005/06,11.0,Avena,6,469,6000,5500.0,14850.0,2700.0
155379,119.4,2005/06,11.0,Avena,6,686,1200,200.0,520.0,2600.0
155384,119.4,2005/06,11.0,Avena,6,714,450,450.0,1215.0,2700.0
155416,119.4,2005/06,11.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
155435,119.4,2005/06,11.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
155438,119.4,2005/06,11.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
155439,119.4,2005/06,11.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
155452,119.4,2005/06,11.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
155457,119.4,2005/06,11.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
155553,119.4,2005/06,11.0,Girasol,6,413,500,500.0,1400.0,2800.0
155556,119.4,2005/06,11.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
155557,119.4,2005/06,11.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
155582,119.4,2005/06,11.0,Girasol,6,714,950,950.0,2090.0,2200.0
155619,119.4,2005/06,11.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
155648,119.4,2005/06,11.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
155652,119.4,2005/06,11.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
155653,119.4,2005/06,11.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
155676,119.4,2005/06,11.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
155681,119.4,2005/06,11.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
155733,119.4,2005/06,11.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
155758,119.4,2005/06,11.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
155761,119.4,2005/06,11.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
155762,119.4,2005/06,11.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
155783,119.4,2005/06,11.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
155788,119.4,2005/06,11.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
155823,119.4,2005/06,11.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
155848,119.4,2005/06,11.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
155851,119.4,2005/06,11.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
155852,119.4,2005/06,11.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
155872,119.4,2005/06,11.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
155877,119.4,2005/06,11.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
155911,119.4,2005/06,11.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
155936,119.4,2005/06,11.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
155939,119.4,2005/06,11.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
155940,119.4,2005/06,11.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
155961,119.4,2005/06,11.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
155966,119.4,2005/06,11.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
155991,119.4,2005/06,11.0,Sorgo,6,210,100,100.0,550.0,5500.0
156007,119.4,2005/06,11.0,Sorgo,6,413,200,200.0,1040.0,5200.0
156009,119.4,2005/06,11.0,Sorgo,6,462,200,200.0,1320.0,6600.0
156010,119.4,2005/06,11.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
156019,119.4,2005/06,11.0,Sorgo,6,686,200,200.0,1100.0,5500.0
156024,119.4,2005/06,11.0,Sorgo,6,714,500,500.0,3400.0,6800.0
156074,119.4,2005/06,11.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
156102,119.4,2005/06,11.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
156105,119.4,2005/06,11.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
156106,119.4,2005/06,11.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
156127,119.4,2005/06,11.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
156132,119.4,2005/06,11.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
156188,45.9,2005/06,12.0,Avena,6,210,1200,300.0,750.0,2500.0
156215,45.9,2005/06,12.0,Avena,6,413,1500,300.0,720.0,2400.0
156218,45.9,2005/06,12.0,Avena,6,462,1000,300.0,750.0,2500.0
156219,45.9,2005/06,12.0,Avena,6,469,6000,5500.0,14850.0,2700.0
156241,45.9,2005/06,12.0,Avena,6,686,1200,200.0,520.0,2600.0
156246,45.9,2005/06,12.0,Avena,6,714,450,450.0,1215.0,2700.0
156278,45.9,2005/06,12.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
156297,45.9,2005/06,12.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
156300,45.9,2005/06,12.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
156301,45.9,2005/06,12.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
156314,45.9,2005/06,12.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
156319,45.9,2005/06,12.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
156415,45.9,2005/06,12.0,Girasol,6,413,500,500.0,1400.0,2800.0
156418,45.9,2005/06,12.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
156419,45.9,2005/06,12.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
156444,45.9,2005/06,12.0,Girasol,6,714,950,950.0,2090.0,2200.0
156481,45.9,2005/06,12.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
156510,45.9,2005/06,12.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
156514,45.9,2005/06,12.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
156515,45.9,2005/06,12.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
156538,45.9,2005/06,12.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
156543,45.9,2005/06,12.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
156595,45.9,2005/06,12.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
156620,45.9,2005/06,12.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
156623,45.9,2005/06,12.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
156624,45.9,2005/06,12.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
156645,45.9,2005/06,12.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
156650,45.9,2005/06,12.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
156685,45.9,2005/06,12.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
156710,45.9,2005/06,12.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
156713,45.9,2005/06,12.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
156714,45.9,2005/06,12.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
156734,45.9,2005/06,12.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
156739,45.9,2005/06,12.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
156773,45.9,2005/06,12.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
156798,45.9,2005/06,12.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
156801,45.9,2005/06,12.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
156802,45.9,2005/06,12.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
156823,45.9,2005/06,12.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
156828,45.9,2005/06,12.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
156853,45.9,2005/06,12.0,Sorgo,6,210,100,100.0,550.0,5500.0
156869,45.9,2005/06,12.0,Sorgo,6,413,200,200.0,1040.0,5200.0
156871,45.9,2005/06,12.0,Sorgo,6,462,200,200.0,1320.0,6600.0
156872,45.9,2005/06,12.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
156881,45.9,2005/06,12.0,Sorgo,6,686,200,200.0,1100.0,5500.0
156886,45.9,2005/06,12.0,Sorgo,6,714,500,500.0,3400.0,6800.0
156936,45.9,2005/06,12.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
156964,45.9,2005/06,12.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
156967,45.9,2005/06,12.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
156968,45.9,2005/06,12.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
156989,45.9,2005/06,12.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
156994,45.9,2005/06,12.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
157050,211.8,2005/06,1.0,Avena,6,210,1200,300.0,750.0,2500.0
157077,211.8,2005/06,1.0,Avena,6,413,1500,300.0,720.0,2400.0
157080,211.8,2005/06,1.0,Avena,6,462,1000,300.0,750.0,2500.0
157081,211.8,2005/06,1.0,Avena,6,469,6000,5500.0,14850.0,2700.0
157103,211.8,2005/06,1.0,Avena,6,686,1200,200.0,520.0,2600.0
157108,211.8,2005/06,1.0,Avena,6,714,450,450.0,1215.0,2700.0
157140,211.8,2005/06,1.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
157159,211.8,2005/06,1.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
157162,211.8,2005/06,1.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
157163,211.8,2005/06,1.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
157176,211.8,2005/06,1.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
157181,211.8,2005/06,1.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
157277,211.8,2005/06,1.0,Girasol,6,413,500,500.0,1400.0,2800.0
157280,211.8,2005/06,1.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
157281,211.8,2005/06,1.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
157306,211.8,2005/06,1.0,Girasol,6,714,950,950.0,2090.0,2200.0
157343,211.8,2005/06,1.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
157372,211.8,2005/06,1.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
157376,211.8,2005/06,1.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
157377,211.8,2005/06,1.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
157400,211.8,2005/06,1.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
157405,211.8,2005/06,1.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
157457,211.8,2005/06,1.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
157482,211.8,2005/06,1.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
157485,211.8,2005/06,1.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
157486,211.8,2005/06,1.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
157507,211.8,2005/06,1.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
157512,211.8,2005/06,1.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
157547,211.8,2005/06,1.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
157572,211.8,2005/06,1.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
157575,211.8,2005/06,1.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
157576,211.8,2005/06,1.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
157596,211.8,2005/06,1.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
157601,211.8,2005/06,1.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
157635,211.8,2005/06,1.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
157660,211.8,2005/06,1.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
157663,211.8,2005/06,1.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
157664,211.8,2005/06,1.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
157685,211.8,2005/06,1.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
157690,211.8,2005/06,1.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
157715,211.8,2005/06,1.0,Sorgo,6,210,100,100.0,550.0,5500.0
157731,211.8,2005/06,1.0,Sorgo,6,413,200,200.0,1040.0,5200.0
157733,211.8,2005/06,1.0,Sorgo,6,462,200,200.0,1320.0,6600.0
157734,211.8,2005/06,1.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
157743,211.8,2005/06,1.0,Sorgo,6,686,200,200.0,1100.0,5500.0
157748,211.8,2005/06,1.0,Sorgo,6,714,500,500.0,3400.0,6800.0
157798,211.8,2005/06,1.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
157826,211.8,2005/06,1.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
157829,211.8,2005/06,1.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
157830,211.8,2005/06,1.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
157851,211.8,2005/06,1.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
157856,211.8,2005/06,1.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
157912,91.10000000000001,2005/06,2.0,Avena,6,210,1200,300.0,750.0,2500.0
157939,91.10000000000001,2005/06,2.0,Avena,6,413,1500,300.0,720.0,2400.0
157942,91.10000000000001,2005/06,2.0,Avena,6,462,1000,300.0,750.0,2500.0
157943,91.10000000000001,2005/06,2.0,Avena,6,469,6000,5500.0,14850.0,2700.0
157965,91.10000000000001,2005/06,2.0,Avena,6,686,1200,200.0,520.0,2600.0
157970,91.10000000000001,2005/06,2.0,Avena,6,714,450,450.0,1215.0,2700.0
158002,91.10000000000001,2005/06,2.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
158021,91.10000000000001,2005/06,2.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
158024,91.10000000000001,2005/06,2.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
158025,91.10000000000001,2005/06,2.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
158038,91.10000000000001,2005/06,2.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
158043,91.10000000000001,2005/06,2.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
158139,91.10000000000001,2005/06,2.0,Girasol,6,413,500,500.0,1400.0,2800.0
158142,91.10000000000001,2005/06,2.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
158143,91.10000000000001,2005/06,2.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
158168,91.10000000000001,2005/06,2.0,Girasol,6,714,950,950.0,2090.0,2200.0
158205,91.10000000000001,2005/06,2.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
158234,91.10000000000001,2005/06,2.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
158238,91.10000000000001,2005/06,2.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
158239,91.10000000000001,2005/06,2.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
158262,91.10000000000001,2005/06,2.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
158267,91.10000000000001,2005/06,2.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
158319,91.10000000000001,2005/06,2.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
158344,91.10000000000001,2005/06,2.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
158347,91.10000000000001,2005/06,2.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
158348,91.10000000000001,2005/06,2.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
158369,91.10000000000001,2005/06,2.0,Soja 1ra,6,686,70000,70000.0,243904.0,3484.0
158374,91.10000000000001,2005/06,2.0,Soja 1ra,6,714,76800,76800.0,300075.0,3907.0
158409,91.10000000000001,2005/06,2.0,Soja 2da,6,210,23500,23500.0,59550.0,2534.0
158434,91.10000000000001,2005/06,2.0,Soja 2da,6,413,29000,29000.0,67364.0,2323.0
158437,91.10000000000001,2005/06,2.0,Soja 2da,6,462,12180,12180.0,31966.0,2624.0
158438,91.10000000000001,2005/06,2.0,Soja 2da,6,469,30000,30000.0,82357.0,2745.0
158458,91.10000000000001,2005/06,2.0,Soja 2da,6,686,27500,27500.0,72643.0,2642.0
158463,91.10000000000001,2005/06,2.0,Soja 2da,6,714,18900,18900.0,43924.0,2324.0
158497,91.10000000000001,2005/06,2.0,Soja total,6,210,101500,101500.0,372507.0,3670.0
158522,91.10000000000001,2005/06,2.0,Soja total,6,413,106000,106000.0,327528.0,3090.0
158525,91.10000000000001,2005/06,2.0,Soja total,6,462,85000,85000.0,277691.0,3267.0
158526,91.10000000000001,2005/06,2.0,Soja total,6,469,105000,105000.0,319925.0,3047.0
158547,91.10000000000001,2005/06,2.0,Soja total,6,686,97500,97500.0,316547.0,3247.0
158552,91.10000000000001,2005/06,2.0,Soja total,6,714,95700,95700.0,343999.0,3595.0
158577,91.10000000000001,2005/06,2.0,Sorgo,6,210,100,100.0,550.0,5500.0
158593,91.10000000000001,2005/06,2.0,Sorgo,6,413,200,200.0,1040.0,5200.0
158595,91.10000000000001,2005/06,2.0,Sorgo,6,462,200,200.0,1320.0,6600.0
158596,91.10000000000001,2005/06,2.0,Sorgo,6,469,1000,1000.0,6500.0,6500.0
158605,91.10000000000001,2005/06,2.0,Sorgo,6,686,200,200.0,1100.0,5500.0
158610,91.10000000000001,2005/06,2.0,Sorgo,6,714,500,500.0,3400.0,6800.0
158660,91.10000000000001,2005/06,2.0,Trigo total,6,210,20000,20000.0,84000.0,4200.0
158688,91.10000000000001,2005/06,2.0,Trigo total,6,413,18000,17900.0,68020.0,3800.0
158691,91.10000000000001,2005/06,2.0,Trigo total,6,462,11000,11000.0,44000.0,4000.0
158692,91.10000000000001,2005/06,2.0,Trigo total,6,469,20000,20000.0,80000.0,4000.0
158713,91.10000000000001,2005/06,2.0,Trigo total,6,686,24000,24000.0,96000.0,4000.0
158718,91.10000000000001,2005/06,2.0,Trigo total,6,714,17000,17000.0,64600.0,3800.0
158774,97.8,2005/06,3.0,Avena,6,210,1200,300.0,750.0,2500.0
158801,97.8,2005/06,3.0,Avena,6,413,1500,300.0,720.0,2400.0
158804,97.8,2005/06,3.0,Avena,6,462,1000,300.0,750.0,2500.0
158805,97.8,2005/06,3.0,Avena,6,469,6000,5500.0,14850.0,2700.0
158827,97.8,2005/06,3.0,Avena,6,686,1200,200.0,520.0,2600.0
158832,97.8,2005/06,3.0,Avena,6,714,450,450.0,1215.0,2700.0
158864,97.8,2005/06,3.0,Cebada cervecera,6,210,3500,3500.0,13300.0,3800.0
158883,97.8,2005/06,3.0,Cebada cervecera,6,413,11000,11000.0,50600.0,4600.0
158886,97.8,2005/06,3.0,Cebada cervecera,6,462,180,180.0,720.0,4000.0
158887,97.8,2005/06,3.0,Cebada cervecera,6,469,500,500.0,1650.0,3300.0
158900,97.8,2005/06,3.0,Cebada cervecera,6,686,2500,2500.0,12500.0,5000.0
158905,97.8,2005/06,3.0,Cebada cervecera,6,714,250,250.0,800.0,3200.0
159001,97.8,2005/06,3.0,Girasol,6,413,500,500.0,1400.0,2800.0
159004,97.8,2005/06,3.0,Girasol,6,462,1000,1000.0,2900.0,2900.0
159005,97.8,2005/06,3.0,Girasol,6,469,3000,3000.0,9000.0,3000.0
159030,97.8,2005/06,3.0,Girasol,6,714,950,950.0,2090.0,2200.0
159067,97.8,2005/06,3.0,Maíz,6,210,22000,21000.0,157500.0,7500.0
159096,97.8,2005/06,3.0,Maíz,6,413,21000,20200.0,137360.0,6800.0
159100,97.8,2005/06,3.0,Maíz,6,462,14500,12500.0,105000.0,8400.0
159101,97.8,2005/06,3.0,Maíz,6,469,18000,15000.0,121500.0,8100.0
159124,97.8,2005/06,3.0,Maíz,6,686,18000,16800.0,109200.0,6500.0
159129,97.8,2005/06,3.0,Maíz,6,714,15200,14000.0,106400.0,7600.0
159181,97.8,2005/06,3.0,Soja 1ra,6,210,78000,78000.0,312957.0,4012.0
159206,97.8,2005/06,3.0,Soja 1ra,6,413,77000,77000.0,260164.0,3379.0
159209,97.8,2005/06,3.0,Soja 1ra,6,462,72820,72820.0,245725.0,3374.0
159210,97.8,2005/06,3.0,Soja 1ra,6,469,75000,75000.0,237568.0,3168.0
