,precipitacion,Campaña,mes,Cultivo,idProvincia,idDepartamento,Sup_Sembrada,Sup_Cosechada,Producción,Rendimiento
64603,66.8,1995/96,1.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
64623,66.8,1995/96,1.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
64628,66.8,1995/96,1.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
64669,103.9,1995/96,2.0,Alpiste,6,686,300,300.0,480.0,1600.0
64670,103.9,1995/96,2.0,Alpiste,6,714,32,32.0,38.0,1188.0
64696,103.9,1995/96,2.0,Avena,6,210,2600,800.0,1280.0,1600.0
64722,103.9,1995/96,2.0,Avena,6,413,3600,1100.0,1650.0,1500.0
64725,103.9,1995/96,2.0,Avena,6,462,9000,1800.0,1800.0,1000.0
64726,103.9,1995/96,2.0,Avena,6,469,14000,2800.0,3100.0,1107.0
64747,103.9,1995/96,2.0,Avena,6,686,1800,600.0,960.0,1600.0
64752,103.9,1995/96,2.0,Avena,6,714,200,200.0,360.0,1800.0
64779,103.9,1995/96,2.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
64792,103.9,1995/96,2.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
64794,103.9,1995/96,2.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
64795,103.9,1995/96,2.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
64804,103.9,1995/96,2.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
64808,103.9,1995/96,2.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
64833,103.9,1995/96,2.0,Centeno,6,462,350,50.0,45.0,900.0
64834,103.9,1995/96,2.0,Centeno,6,469,700,50.0,55.0,1100.0
64844,103.9,1995/96,2.0,Colza,6,210,100,100.0,150.0,1500.0
64850,103.9,1995/96,2.0,Colza,6,413,100,100.0,150.0,1500.0
64851,103.9,1995/96,2.0,Colza,6,462,300,300.0,210.0,700.0
64852,103.9,1995/96,2.0,Colza,6,469,800,800.0,400.0,500.0
64856,103.9,1995/96,2.0,Colza,6,686,100,100.0,120.0,1200.0
64879,103.9,1995/96,2.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
64903,103.9,1995/96,2.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
64906,103.9,1995/96,2.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
64907,103.9,1995/96,2.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
64926,103.9,1995/96,2.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
64931,103.9,1995/96,2.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
64980,103.9,1995/96,2.0,Lino,6,686,20,20.0,20.0,1000.0
65013,103.9,1995/96,2.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
65039,103.9,1995/96,2.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
65042,103.9,1995/96,2.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
65043,103.9,1995/96,2.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
65064,103.9,1995/96,2.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
65069,103.9,1995/96,2.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
65155,103.9,1995/96,2.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
65179,103.9,1995/96,2.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
65182,103.9,1995/96,2.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
65183,103.9,1995/96,2.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
65200,103.9,1995/96,2.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
65204,103.9,1995/96,2.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
65236,103.9,1995/96,2.0,Sorgo,6,462,500,500.0,2800.0,5600.0
65237,103.9,1995/96,2.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
65246,103.9,1995/96,2.0,Sorgo,6,714,300,300.0,2300.0,7667.0
65288,103.9,1995/96,2.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
65313,103.9,1995/96,2.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
65316,103.9,1995/96,2.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
65317,103.9,1995/96,2.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
65337,103.9,1995/96,2.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
65342,103.9,1995/96,2.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
65383,28.1,1995/96,3.0,Alpiste,6,686,300,300.0,480.0,1600.0
65384,28.1,1995/96,3.0,Alpiste,6,714,32,32.0,38.0,1188.0
65410,28.1,1995/96,3.0,Avena,6,210,2600,800.0,1280.0,1600.0
65436,28.1,1995/96,3.0,Avena,6,413,3600,1100.0,1650.0,1500.0
65439,28.1,1995/96,3.0,Avena,6,462,9000,1800.0,1800.0,1000.0
65440,28.1,1995/96,3.0,Avena,6,469,14000,2800.0,3100.0,1107.0
65461,28.1,1995/96,3.0,Avena,6,686,1800,600.0,960.0,1600.0
65466,28.1,1995/96,3.0,Avena,6,714,200,200.0,360.0,1800.0
65493,28.1,1995/96,3.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
65506,28.1,1995/96,3.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
65508,28.1,1995/96,3.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
65509,28.1,1995/96,3.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
65518,28.1,1995/96,3.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
65522,28.1,1995/96,3.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
65547,28.1,1995/96,3.0,Centeno,6,462,350,50.0,45.0,900.0
65548,28.1,1995/96,3.0,Centeno,6,469,700,50.0,55.0,1100.0
65558,28.1,1995/96,3.0,Colza,6,210,100,100.0,150.0,1500.0
65564,28.1,1995/96,3.0,Colza,6,413,100,100.0,150.0,1500.0
65565,28.1,1995/96,3.0,Colza,6,462,300,300.0,210.0,700.0
65566,28.1,1995/96,3.0,Colza,6,469,800,800.0,400.0,500.0
65570,28.1,1995/96,3.0,Colza,6,686,100,100.0,120.0,1200.0
65593,28.1,1995/96,3.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
65617,28.1,1995/96,3.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
65620,28.1,1995/96,3.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
65621,28.1,1995/96,3.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
65640,28.1,1995/96,3.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
65645,28.1,1995/96,3.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
65694,28.1,1995/96,3.0,Lino,6,686,20,20.0,20.0,1000.0
65727,28.1,1995/96,3.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
65753,28.1,1995/96,3.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
65756,28.1,1995/96,3.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
65757,28.1,1995/96,3.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
65778,28.1,1995/96,3.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
65783,28.1,1995/96,3.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
65869,28.1,1995/96,3.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
65893,28.1,1995/96,3.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
65896,28.1,1995/96,3.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
65897,28.1,1995/96,3.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
65914,28.1,1995/96,3.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
65918,28.1,1995/96,3.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
65950,28.1,1995/96,3.0,Sorgo,6,462,500,500.0,2800.0,5600.0
65951,28.1,1995/96,3.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
65960,28.1,1995/96,3.0,Sorgo,6,714,300,300.0,2300.0,7667.0
66002,28.1,1995/96,3.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
66027,28.1,1995/96,3.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
66030,28.1,1995/96,3.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
66031,28.1,1995/96,3.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
66051,28.1,1995/96,3.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
66056,28.1,1995/96,3.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
66097,171.3,1995/96,4.0,Alpiste,6,686,300,300.0,480.0,1600.0
66098,171.3,1995/96,4.0,Alpiste,6,714,32,32.0,38.0,1188.0
66124,171.3,1995/96,4.0,Avena,6,210,2600,800.0,1280.0,1600.0
66150,171.3,1995/96,4.0,Avena,6,413,3600,1100.0,1650.0,1500.0
66153,171.3,1995/96,4.0,Avena,6,462,9000,1800.0,1800.0,1000.0
66154,171.3,1995/96,4.0,Avena,6,469,14000,2800.0,3100.0,1107.0
66175,171.3,1995/96,4.0,Avena,6,686,1800,600.0,960.0,1600.0
66180,171.3,1995/96,4.0,Avena,6,714,200,200.0,360.0,1800.0
66207,171.3,1995/96,4.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
66220,171.3,1995/96,4.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
66222,171.3,1995/96,4.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
66223,171.3,1995/96,4.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
66232,171.3,1995/96,4.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
66236,171.3,1995/96,4.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
66261,171.3,1995/96,4.0,Centeno,6,462,350,50.0,45.0,900.0
66262,171.3,1995/96,4.0,Centeno,6,469,700,50.0,55.0,1100.0
66272,171.3,1995/96,4.0,Colza,6,210,100,100.0,150.0,1500.0
66278,171.3,1995/96,4.0,Colza,6,413,100,100.0,150.0,1500.0
66279,171.3,1995/96,4.0,Colza,6,462,300,300.0,210.0,700.0
66280,171.3,1995/96,4.0,Colza,6,469,800,800.0,400.0,500.0
66284,171.3,1995/96,4.0,Colza,6,686,100,100.0,120.0,1200.0
66307,171.3,1995/96,4.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
66331,171.3,1995/96,4.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
66334,171.3,1995/96,4.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
66335,171.3,1995/96,4.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
66354,171.3,1995/96,4.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
66359,171.3,1995/96,4.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
66408,171.3,1995/96,4.0,Lino,6,686,20,20.0,20.0,1000.0
66441,171.3,1995/96,4.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
66467,171.3,1995/96,4.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
66470,171.3,1995/96,4.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
66471,171.3,1995/96,4.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
66492,171.3,1995/96,4.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
66497,171.3,1995/96,4.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
66583,171.3,1995/96,4.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
66607,171.3,1995/96,4.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
66610,171.3,1995/96,4.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
66611,171.3,1995/96,4.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
66628,171.3,1995/96,4.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
66632,171.3,1995/96,4.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
66664,171.3,1995/96,4.0,Sorgo,6,462,500,500.0,2800.0,5600.0
66665,171.3,1995/96,4.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
66674,171.3,1995/96,4.0,Sorgo,6,714,300,300.0,2300.0,7667.0
66716,171.3,1995/96,4.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
66741,171.3,1995/96,4.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
66744,171.3,1995/96,4.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
66745,171.3,1995/96,4.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
66765,171.3,1995/96,4.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
66770,171.3,1995/96,4.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
66811,35.6,1995/96,5.0,Alpiste,6,686,300,300.0,480.0,1600.0
66812,35.6,1995/96,5.0,Alpiste,6,714,32,32.0,38.0,1188.0
66838,35.6,1995/96,5.0,Avena,6,210,2600,800.0,1280.0,1600.0
66864,35.6,1995/96,5.0,Avena,6,413,3600,1100.0,1650.0,1500.0
66867,35.6,1995/96,5.0,Avena,6,462,9000,1800.0,1800.0,1000.0
66868,35.6,1995/96,5.0,Avena,6,469,14000,2800.0,3100.0,1107.0
66889,35.6,1995/96,5.0,Avena,6,686,1800,600.0,960.0,1600.0
66894,35.6,1995/96,5.0,Avena,6,714,200,200.0,360.0,1800.0
66921,35.6,1995/96,5.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
66934,35.6,1995/96,5.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
66936,35.6,1995/96,5.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
66937,35.6,1995/96,5.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
66946,35.6,1995/96,5.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
66950,35.6,1995/96,5.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
66975,35.6,1995/96,5.0,Centeno,6,462,350,50.0,45.0,900.0
66976,35.6,1995/96,5.0,Centeno,6,469,700,50.0,55.0,1100.0
66986,35.6,1995/96,5.0,Colza,6,210,100,100.0,150.0,1500.0
66992,35.6,1995/96,5.0,Colza,6,413,100,100.0,150.0,1500.0
66993,35.6,1995/96,5.0,Colza,6,462,300,300.0,210.0,700.0
66994,35.6,1995/96,5.0,Colza,6,469,800,800.0,400.0,500.0
66998,35.6,1995/96,5.0,Colza,6,686,100,100.0,120.0,1200.0
67021,35.6,1995/96,5.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
67045,35.6,1995/96,5.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
67048,35.6,1995/96,5.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
67049,35.6,1995/96,5.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
67068,35.6,1995/96,5.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
67073,35.6,1995/96,5.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
67122,35.6,1995/96,5.0,Lino,6,686,20,20.0,20.0,1000.0
67155,35.6,1995/96,5.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
67181,35.6,1995/96,5.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
67184,35.6,1995/96,5.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
67185,35.6,1995/96,5.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
67206,35.6,1995/96,5.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
67211,35.6,1995/96,5.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
67297,35.6,1995/96,5.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
67321,35.6,1995/96,5.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
67324,35.6,1995/96,5.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
67325,35.6,1995/96,5.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
67342,35.6,1995/96,5.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
67346,35.6,1995/96,5.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
67378,35.6,1995/96,5.0,Sorgo,6,462,500,500.0,2800.0,5600.0
67379,35.6,1995/96,5.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
67388,35.6,1995/96,5.0,Sorgo,6,714,300,300.0,2300.0,7667.0
67430,35.6,1995/96,5.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
67455,35.6,1995/96,5.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
67458,35.6,1995/96,5.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
67459,35.6,1995/96,5.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
67479,35.6,1995/96,5.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
67484,35.6,1995/96,5.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
67525,1.0,1995/96,6.0,Alpiste,6,686,300,300.0,480.0,1600.0
67526,1.0,1995/96,6.0,Alpiste,6,714,32,32.0,38.0,1188.0
67552,1.0,1995/96,6.0,Avena,6,210,2600,800.0,1280.0,1600.0
67578,1.0,1995/96,6.0,Avena,6,413,3600,1100.0,1650.0,1500.0
67581,1.0,1995/96,6.0,Avena,6,462,9000,1800.0,1800.0,1000.0
67582,1.0,1995/96,6.0,Avena,6,469,14000,2800.0,3100.0,1107.0
67603,1.0,1995/96,6.0,Avena,6,686,1800,600.0,960.0,1600.0
67608,1.0,1995/96,6.0,Avena,6,714,200,200.0,360.0,1800.0
67635,1.0,1995/96,6.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
67648,1.0,1995/96,6.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
67650,1.0,1995/96,6.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
67651,1.0,1995/96,6.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
67660,1.0,1995/96,6.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
67664,1.0,1995/96,6.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
67689,1.0,1995/96,6.0,Centeno,6,462,350,50.0,45.0,900.0
67690,1.0,1995/96,6.0,Centeno,6,469,700,50.0,55.0,1100.0
67700,1.0,1995/96,6.0,Colza,6,210,100,100.0,150.0,1500.0
67706,1.0,1995/96,6.0,Colza,6,413,100,100.0,150.0,1500.0
67707,1.0,1995/96,6.0,Colza,6,462,300,300.0,210.0,700.0
67708,1.0,1995/96,6.0,Colza,6,469,800,800.0,400.0,500.0
67712,1.0,1995/96,6.0,Colza,6,686,100,100.0,120.0,1200.0
67735,1.0,1995/96,6.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
67759,1.0,1995/96,6.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
67762,1.0,1995/96,6.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
67763,1.0,1995/96,6.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
67782,1.0,1995/96,6.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
67787,1.0,1995/96,6.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
67836,1.0,1995/96,6.0,Lino,6,686,20,20.0,20.0,1000.0
67869,1.0,1995/96,6.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
67895,1.0,1995/96,6.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
67898,1.0,1995/96,6.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
67899,1.0,1995/96,6.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
67920,1.0,1995/96,6.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
67925,1.0,1995/96,6.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
68011,1.0,1995/96,6.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
68035,1.0,1995/96,6.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
68038,1.0,1995/96,6.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
68039,1.0,1995/96,6.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
68056,1.0,1995/96,6.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
68060,1.0,1995/96,6.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
68092,1.0,1995/96,6.0,Sorgo,6,462,500,500.0,2800.0,5600.0
68093,1.0,1995/96,6.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
68102,1.0,1995/96,6.0,Sorgo,6,714,300,300.0,2300.0,7667.0
68144,1.0,1995/96,6.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
68169,1.0,1995/96,6.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
68172,1.0,1995/96,6.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
68173,1.0,1995/96,6.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
68193,1.0,1995/96,6.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
68198,1.0,1995/96,6.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
68239,12.2,1995/96,7.0,Alpiste,6,686,300,300.0,480.0,1600.0
68240,12.2,1995/96,7.0,Alpiste,6,714,32,32.0,38.0,1188.0
68266,12.2,1995/96,7.0,Avena,6,210,2600,800.0,1280.0,1600.0
68292,12.2,1995/96,7.0,Avena,6,413,3600,1100.0,1650.0,1500.0
68295,12.2,1995/96,7.0,Avena,6,462,9000,1800.0,1800.0,1000.0
68296,12.2,1995/96,7.0,Avena,6,469,14000,2800.0,3100.0,1107.0
68317,12.2,1995/96,7.0,Avena,6,686,1800,600.0,960.0,1600.0
68322,12.2,1995/96,7.0,Avena,6,714,200,200.0,360.0,1800.0
68349,12.2,1995/96,7.0,Cebada cervecera,6,210,500,500.0,1300.0,2600.0
68362,12.2,1995/96,7.0,Cebada cervecera,6,413,4900,4900.0,12700.0,2592.0
68364,12.2,1995/96,7.0,Cebada cervecera,6,462,1000,1000.0,2000.0,2000.0
68365,12.2,1995/96,7.0,Cebada cervecera,6,469,1000,1000.0,2100.0,2100.0
68374,12.2,1995/96,7.0,Cebada cervecera,6,686,700,700.0,1800.0,2571.0
68378,12.2,1995/96,7.0,Cebada cervecera,6,714,290,290.0,800.0,2759.0
68403,12.2,1995/96,7.0,Centeno,6,462,350,50.0,45.0,900.0
68404,12.2,1995/96,7.0,Centeno,6,469,700,50.0,55.0,1100.0
68414,12.2,1995/96,7.0,Colza,6,210,100,100.0,150.0,1500.0
68420,12.2,1995/96,7.0,Colza,6,413,100,100.0,150.0,1500.0
68421,12.2,1995/96,7.0,Colza,6,462,300,300.0,210.0,700.0
68422,12.2,1995/96,7.0,Colza,6,469,800,800.0,400.0,500.0
68426,12.2,1995/96,7.0,Colza,6,686,100,100.0,120.0,1200.0
68449,12.2,1995/96,7.0,Girasol,6,210,6000,6000.0,18000.0,3000.0
68473,12.2,1995/96,7.0,Girasol,6,413,12000,12000.0,31200.0,2600.0
68476,12.2,1995/96,7.0,Girasol,6,462,9500,9500.0,20900.0,2200.0
68477,12.2,1995/96,7.0,Girasol,6,469,38000,37200.0,70700.0,1901.0
68496,12.2,1995/96,7.0,Girasol,6,686,1300,1300.0,3600.0,2769.0
68501,12.2,1995/96,7.0,Girasol,6,714,5500,5500.0,14600.0,2655.0
68550,12.2,1995/96,7.0,Lino,6,686,20,20.0,20.0,1000.0
68583,12.2,1995/96,7.0,Maíz,6,210,33000,33000.0,207900.0,6300.0
68609,12.2,1995/96,7.0,Maíz,6,413,32000,32000.0,192000.0,6000.0
68612,12.2,1995/96,7.0,Maíz,6,462,17000,15200.0,111000.0,7303.0
68613,12.2,1995/96,7.0,Maíz,6,469,20000,18700.0,108500.0,5802.0
68634,12.2,1995/96,7.0,Maíz,6,686,31000,31000.0,192200.0,6200.0
68639,12.2,1995/96,7.0,Maíz,6,714,18100,17800.0,99700.0,5601.0
68725,12.2,1995/96,7.0,Soja total,6,210,62700,62400.0,100800.0,1615.0
68749,12.2,1995/96,7.0,Soja total,6,413,69500,69200.0,106000.0,1532.0
68752,12.2,1995/96,7.0,Soja total,6,462,16000,16000.0,32800.0,2050.0
68753,12.2,1995/96,7.0,Soja total,6,469,29000,28100.0,44300.0,1577.0
68770,12.2,1995/96,7.0,Soja total,6,686,62000,61500.0,109400.0,1779.0
68774,12.2,1995/96,7.0,Soja total,6,714,79000,79000.0,194400.0,2461.0
68806,12.2,1995/96,7.0,Sorgo,6,462,500,500.0,2800.0,5600.0
68807,12.2,1995/96,7.0,Sorgo,6,469,1500,1500.0,8300.0,5533.0
68816,12.2,1995/96,7.0,Sorgo,6,714,300,300.0,2300.0,7667.0
68858,12.2,1995/96,7.0,Trigo total,6,210,42000,42000.0,132200.0,3148.0
68883,12.2,1995/96,7.0,Trigo total,6,413,46600,46600.0,130500.0,2800.0
68886,12.2,1995/96,7.0,Trigo total,6,462,10000,10000.0,26000.0,2600.0
68887,12.2,1995/96,7.0,Trigo total,6,469,36000,35500.0,81700.0,2301.0
68907,12.2,1995/96,7.0,Trigo total,6,686,40000,40000.0,128000.0,3200.0
68912,12.2,1995/96,7.0,Trigo total,6,714,24800,24800.0,65700.0,2649.0
68949,41.5,1996/97,8.0,Alpiste,6,686,200,200.0,360.0,1800.0
68950,41.5,1996/97,8.0,Alpiste,6,714,25,25.0,48.0,1920.0
68977,41.5,1996/97,8.0,Avena,6,210,2600,1000.0,2000.0,2000.0
69005,41.5,1996/97,8.0,Avena,6,413,3600,1600.0,4000.0,2500.0
69008,41.5,1996/97,8.0,Avena,6,462,9000,1000.0,1400.0,1400.0
69009,41.5,1996/97,8.0,Avena,6,469,14000,1200.0,1400.0,1167.0
69030,41.5,1996/97,8.0,Avena,6,686,1800,800.0,1800.0,2250.0
69035,41.5,1996/97,8.0,Avena,6,714,350,350.0,910.0,2600.0
69063,41.5,1996/97,8.0,Cebada cervecera,6,210,600,600.0,1800.0,3000.0
69076,41.5,1996/97,8.0,Cebada cervecera,6,413,5000,5000.0,15000.0,3000.0
69078,41.5,1996/97,8.0,Cebada cervecera,6,462,1000,1000.0,2800.0,2800.0
69079,41.5,1996/97,8.0,Cebada cervecera,6,469,1000,1000.0,2500.0,2500.0
69090,41.5,1996/97,8.0,Cebada cervecera,6,686,700,700.0,2100.0,3000.0
69095,41.5,1996/97,8.0,Cebada cervecera,6,714,100,100.0,400.0,4000.0
69128,41.5,1996/97,8.0,Centeno,6,462,400,0.0,0.0,0.0
69129,41.5,1996/97,8.0,Centeno,6,469,800,0.0,0.0,0.0
69158,41.5,1996/97,8.0,Girasol,6,210,6000,6000.0,12600.0,2100.0
69185,41.5,1996/97,8.0,Girasol,6,413,10000,10000.0,20000.0,2000.0
69188,41.5,1996/97,8.0,Girasol,6,462,9500,9500.0,18500.0,1947.0
69189,41.5,1996/97,8.0,Girasol,6,469,36000,29000.0,53700.0,1852.0
69209,41.5,1996/97,8.0,Girasol,6,686,1300,1300.0,2600.0,2000.0
69214,41.5,1996/97,8.0,Girasol,6,714,5000,5000.0,10500.0,2100.0
69283,41.5,1996/97,8.0,Maíz,6,210,39500,37700.0,271400.0,7199.0
69311,41.5,1996/97,8.0,Maíz,6,413,37800,36800.0,239200.0,6500.0
69314,41.5,1996/97,8.0,Maíz,6,462,23000,22900.0,167200.0,7301.0
69315,41.5,1996/97,8.0,Maíz,6,469,28000,24800.0,186000.0,7500.0
69336,41.5,1996/97,8.0,Maíz,6,686,37400,35600.0,242100.0,6801.0
69341,41.5,1996/97,8.0,Maíz,6,714,33500,33500.0,241200.0,7200.0
69425,41.5,1996/97,8.0,Soja total,6,210,74000,73400.0,184800.0,2518.0
69450,41.5,1996/97,8.0,Soja total,6,413,83700,83700.0,192600.0,2301.0
